hours_studied,attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,previous_scores,motivation_level,internet_access,tutoring_sessions,family_income,teacher_quality,school_type,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,gender_Female,gender_Male,school_type_Private,school_type_Public,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive,internet_access_No,internet_access_Yes,parental_involvement_encoded,access_to_resources_encoded,motivation_level_encoded,family_income_encoded,teacher_quality_encoded,study_level,attendance_level,sleep_category,hours_studied_scaled,attendance_scaled,sleep_hours_scaled,previous_scores_scaled,tutoring_sessions_scaled,study_effort,learning_efficiency,activity_study_balance,tutoring_study_impact
21,99,Medium,Low,No,7,57,High,Yes,2,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,2,1,1,High,Good,Normal Sleep,0.17105954755967837,1.6474590022008309,-0.01979557715729433,-1.2550117764967745,0.41145108517868284,2079,1197,42,42
25,62,Medium,Low,Yes,8,77,Medium,Yes,0,Medium,Low,Public,Negative,4,No,College,Far,Female,62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,1,0,High,Poor,Healthy Sleep,0.8388234652712269,-1.5569471993157984,0.6613991013752177,0.13400303309083447,-1.213934457288018,1550,1925,100,0
10,95,High,Low,Yes,7,74,High,Yes,2,Low,Medium,Public,Negative,3,No,High School,Far,Male,66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,2,0,1,Low,Good,Normal Sleep,-1.66529122614708,1.3010367101449791,-0.01979557715729433,-0.07434918834730689,0.41145108517868284,950,740,30,20
22,82,Low,Medium,No,5,67,Low,Yes,1,Low,High,Private,Neutral,1,Yes,Postgraduate,Near,Female,65,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,2,High,Average,Low Sleep,0.3380005269875655,0.17516426096346072,-1.3821849342223185,-0.5605043717029701,-0.40124168605466753,1804,1474,22,22
26,70,High,Medium,No,6,81,Low,Yes,0,Low,High,Public,Neutral,3,No,High School,Moderate,Male,66,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,0,2,High,Poor,Normal Sleep,1.005764444699114,-0.8641026152040947,-0.7009902556898064,0.41180599500835624,-1.213934457288018,1820,2106,78,0
18,98,High,Low,No,8,82,Medium,Yes,3,Medium,High,Public,Negative,3,No,College,Near,Male,71,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,1,2,Medium,Good,Healthy Sleep,-0.329763390723983,1.5608534291868679,0.6613991013752177,0.48125673548773673,1.2241438564120333,1764,1476,54,54
24,79,Low,High,No,6,99,High,No,2,Low,High,Public,Negative,3,No,High School,Near,Male,68,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2,2,0,2,High,Average,Normal Sleep,0.6718824858433398,-0.08465245807842814,-0.7009902556898064,1.6619193236372043,0.41145108517868284,1896,2376,72,48
37,73,Medium,High,Yes,6,71,Medium,Yes,0,High,High,Public,Positive,5,No,High School,Moderate,Male,72,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,1,2,2,High,Average,Normal Sleep,2.8421152184058722,-0.6042858961622058,-0.7009902556898064,-0.2827014097854482,-1.213934457288018,2701,2627,185,0
19,67,Medium,High,No,5,77,Medium,Yes,1,Medium,High,Private,Negative,4,No,Postgraduate,Near,Male,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,1,1,2,Medium,Poor,Low Sleep,-0.16282241129609587,-1.1239193342459837,-1.3821849342223185,0.13400303309083447,-0.40124168605466753,1273,1463,76,19
22,70,Medium,Low,Yes,6,58,Low,Yes,4,High,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,2,1,High,Poor,Normal Sleep,0.3380005269875655,-0.8641026152040947,-0.7009902556898064,-1.185561036017394,2.0368366276453838,1540,1276,44,88
16,93,Low,High,No,6,77,High,Yes,2,Low,Medium,Public,Negative,1,No,High School,Moderate,Male,67,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,2,0,1,Medium,Good,Normal Sleep,-0.6636453495797573,1.1278255641170531,-0.7009902556898064,0.13400303309083447,0.41145108517868284,1488,1232,16,32
21,85,Low,High,Yes,7,52,Medium,Yes,5,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,71,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,2,1,2,2,High,Average,Normal Sleep,0.17105954755967837,0.43498098000534957,-0.01979557715729433,-1.6022654788936768,2.849529398878734,1785,1092,63,105
23,97,High,High,Yes,8,57,Low,No,2,High,Medium,Public,Positive,1,No,Postgraduate,Far,Male,72,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,2,0,2,1,High,Good,Healthy Sleep,0.5049415064154527,1.474247856172905,0.6613991013752177,-1.2550117764967745,0.41145108517868284,2231,1311,23,46
21,69,Low,Medium,No,7,59,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0,1,High,Poor,Normal Sleep,0.17105954755967837,-0.9507081882180577,-0.01979557715729433,-1.1161102955380136,1.2241438564120333,1449,1239,63,63
14,65,Low,High,No,7,82,Low,Yes,1,Low,Low,Public,Negative,3,No,High School,Near,Male,60,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,0,0,0,Medium,Poor,Normal Sleep,-0.9975273084355315,-1.2971304802739094,-0.01979557715729433,0.48125673548773673,-0.40124168605466753,910,1148,42,14
21,60,High,Low,No,8,78,Medium,Yes,2,Medium,High,Public,Positive,2,No,High School,Near,Female,64,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,1,1,2,High,Poor,Healthy Sleep,0.17105954755967837,-1.7301583453437241,0.6613991013752177,0.2034537735702149,0.41145108517868284,1260,1638,42,42
29,80,Medium,Low,Yes,5,90,Medium,Yes,2,Medium,Low,Public,Positive,1,No,College,Near,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,0,High,Average,Low Sleep,1.5065873829827754,0.0019531149355348125,-1.3821849342223185,1.0368626593227803,0.41145108517868284,2320,2610,29,58
23,100,Medium,Low,Yes,10,73,Medium,Yes,3,Medium,Medium,Private,Neutral,2,No,College,Near,Male,72,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,High,Good,Healthy Sleep,0.5049415064154527,1.7340645752147938,2.023788458440242,-0.14379992882668732,1.2241438564120333,2300,1679,46,69
26,88,Medium,High,No,6,74,Medium,Yes,0,Low,Medium,Public,Negative,2,No,High School,Moderate,Female,68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,1,0,1,High,Good,Normal Sleep,1.005764444699114,0.6947976990472384,-0.7009902556898064,-0.07434918834730689,-1.213934457288018,2288,1924,52,0
19,72,Medium,Low,Yes,8,58,Medium,Yes,0,Medium,Low,Public,Neutral,3,No,High School,Near,Female,62,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,0,Medium,Average,Healthy Sleep,-0.16282241129609587,-0.6908914691761688,0.6613991013752177,-1.185561036017394,-1.213934457288018,1368,1102,57,0
24,95,Medium,Low,No,5,87,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,High School,Far,Male,68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,1,High,Good,Low Sleep,0.6718824858433398,1.3010367101449791,-1.3821849342223185,0.828510437884639,-1.213934457288018,2280,2088,48,0
22,91,High,High,Yes,7,50,Medium,Yes,2,Low,Unknown,Public,Positive,5,No,Postgraduate,Moderate,Male,72,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,0,-1,High,Good,Normal Sleep,0.3380005269875655,0.9546144180891273,-0.01979557715729433,-1.7411669598524377,0.41145108517868284,2002,1100,110,44
14,61,Medium,Low,Yes,7,71,Medium,Yes,0,Medium,Low,Private,Neutral,1,No,Postgraduate,Near,Female,60,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,0,Medium,Poor,Normal Sleep,-0.9975273084355315,-1.6435527723297614,-0.01979557715729433,-0.2827014097854482,-1.213934457288018,854,994,14,0
22,93,Medium,High,No,9,59,Low,Yes,3,Low,High,Public,Positive,4,No,Postgraduate,Near,Female,72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,0,2,High,Good,Healthy Sleep,0.3380005269875655,1.1278255641170531,1.3425937799077299,-1.1161102955380136,1.2241438564120333,2046,1298,88,66
14,72,Low,High,No,7,89,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Near,Female,65,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,2,1,1,1,Medium,Average,Normal Sleep,-0.9975273084355315,-0.6908914691761688,-0.01979557715729433,0.9674119188433998,0.41145108517868284,1008,1246,42,28
16,66,Medium,Low,No,9,84,High,Yes,3,Low,Low,Public,Positive,4,No,High School,Near,Female,63,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,2,0,0,Medium,Poor,Healthy Sleep,-0.6636453495797573,-1.2105249072599464,1.3425937799077299,0.6201582164464976,1.2241438564120333,1056,1344,64,48
21,69,Medium,Low,Yes,7,85,Medium,Yes,2,Medium,Medium,Private,Positive,0,No,Postgraduate,Near,Male,66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,1,High,Poor,Normal Sleep,0.17105954755967837,-0.9507081882180577,-0.01979557715729433,0.6896089569258781,0.41145108517868284,1449,1785,0,42
22,79,Low,Medium,No,10,57,Low,Yes,1,Medium,High,Public,Positive,2,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0,1,2,High,Average,Healthy Sleep,0.3380005269875655,-0.08465245807842814,2.023788458440242,-1.2550117764967745,-0.40124168605466753,1738,1254,44,22
13,77,Medium,High,No,4,83,Medium,Yes,1,Medium,High,Public,Negative,2,No,Postgraduate,Moderate,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,1,1,2,Medium,Average,Low Sleep,-1.1644682878634187,-0.25786360410635406,-2.0633796127548307,0.5507074759671171,-0.40124168605466753,1001,1079,26,13
26,72,Low,High,No,8,85,Medium,Yes,2,Low,Medium,Public,Negative,3,No,High School,Near,Male,67,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,1,0,1,High,Average,Healthy Sleep,1.005764444699114,-0.6908914691761688,0.6613991013752177,0.6896089569258781,0.41145108517868284,1872,2210,78,52
23,67,Medium,Medium,No,4,50,Low,Yes,4,Low,Medium,Private,Positive,3,No,College,Moderate,Male,65,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,1,High,Poor,Low Sleep,0.5049415064154527,-1.1239193342459837,-2.0633796127548307,-1.7411669598524377,2.0368366276453838,1541,1150,69,92
16,90,High,Medium,No,7,66,Medium,Yes,0,High,High,Public,Negative,3,No,High School,Moderate,Male,67,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,1,2,2,Medium,Good,Normal Sleep,-0.6636453495797573,0.8680088450751643,-0.01979557715729433,-0.6299551121823505,-1.213934457288018,1440,1056,48,0
11,100,Medium,Medium,Yes,9,54,Low,Yes,1,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1,Medium,Good,Healthy Sleep,-1.498350246719193,1.7340645752147938,1.3425937799077299,-1.4633639979349158,-0.40124168605466753,1100,594,33,11
19,91,Low,High,Yes,9,84,High,Yes,2,High,High,Public,Positive,3,Yes,High School,Near,Male,71,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,2,2,2,2,Medium,Good,Healthy Sleep,-0.16282241129609587,0.9546144180891273,1.3425937799077299,0.6201582164464976,0.41145108517868284,1729,1596,57,38
17,72,Medium,Medium,No,8,61,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,Medium,Average,Healthy Sleep,-0.49670437015187013,-0.6908914691761688,0.6613991013752177,-0.9772088145792527,-0.40124168605466753,1224,1037,68,17
21,70,Low,Low,No,7,63,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Far,Male,61,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,1,1,High,Poor,Normal Sleep,0.17105954755967837,-0.8641026152040947,-0.01979557715729433,-0.8383073336204918,-1.213934457288018,1470,1323,42,0
18,69,High,High,Yes,8,54,Low,Yes,1,High,High,Private,Neutral,2,No,High School,Near,Male,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,0,2,2,Medium,Poor,Healthy Sleep,-0.329763390723983,-0.9507081882180577,0.6613991013752177,-1.4633639979349158,-0.40124168605466753,1242,972,36,18
8,65,Medium,Medium,No,10,74,Medium,Yes,1,Medium,High,Private,Positive,5,No,High School,Near,Male,61,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,2,Low,Poor,Healthy Sleep,-1.9991731850028542,-1.2971304802739094,2.023788458440242,-0.07434918834730689,-0.40124168605466753,520,592,40,8
18,82,High,Low,No,7,52,Low,Yes,1,Low,Medium,Public,Negative,4,No,High School,Near,Female,64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,0,1,Medium,Average,Normal Sleep,-0.329763390723983,0.17516426096346072,-0.01979557715729433,-1.6022654788936768,-0.40124168605466753,1476,936,72,18
18,84,High,High,Yes,8,92,Low,Yes,0,Low,High,Public,Negative,3,No,College,Near,Female,69,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,0,0,2,Medium,Average,Healthy Sleep,-0.329763390723983,0.34837540699138664,0.6613991013752177,1.175764140281541,-1.213934457288018,1512,1656,54,0
24,88,Medium,Medium,Yes,6,51,High,Yes,4,Medium,Low,Public,Positive,4,No,High School,Near,Male,71,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,1,0,High,Good,Normal Sleep,0.6718824858433398,0.6947976990472384,-0.7009902556898064,-1.6717162193730573,2.0368366276453838,2112,1224,96,96
16,87,High,Medium,No,9,53,High,Yes,3,Medium,High,Private,Neutral,5,No,College,Near,Male,70,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,2,1,2,Medium,Good,Healthy Sleep,-0.6636453495797573,0.6081921260332754,1.3425937799077299,-1.5328147384142963,1.2241438564120333,1392,848,80,48
30,72,High,Medium,Yes,8,82,High,Yes,1,Low,Medium,Public,Positive,1,No,College,Moderate,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2,0,1,High,Average,Healthy Sleep,1.6735283624106625,-0.6908914691761688,0.6613991013752177,0.48125673548773673,-0.40124168605466753,2160,2460,30,30
9,73,Medium,Medium,Yes,6,96,Low,Yes,0,Low,High,Public,Positive,2,No,High School,Near,Male,62,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,2,Low,Average,Normal Sleep,-1.8322322055749671,-0.6042858961622058,-0.7009902556898064,1.453567102199063,-1.213934457288018,657,864,18,0
28,87,Medium,Medium,No,8,95,Medium,Yes,2,Medium,Low,Private,Positive,3,No,Postgraduate,Near,Female,73,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,0,High,Good,Healthy Sleep,1.3396464035548883,0.6081921260332754,0.6613991013752177,1.3841163617196826,0.41145108517868284,2436,2660,84,56
19,74,Medium,High,No,8,54,High,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,1,1,Medium,Average,Healthy Sleep,-0.16282241129609587,-0.5176803231482429,0.6613991013752177,-1.4633639979349158,-1.213934457288018,1406,1026,57,0
25,69,Medium,Medium,Yes,8,64,Medium,Yes,1,High,Low,Public,Negative,3,No,Postgraduate,Moderate,Female,66,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,2,0,High,Poor,Healthy Sleep,0.8388234652712269,-0.9507081882180577,0.6613991013752177,-0.7688565931411113,-0.40124168605466753,1725,1600,75,25
20,75,Low,Medium,No,7,76,Medium,Yes,3,High,High,Private,Negative,3,No,College,Near,Female,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,2,2,Medium,Average,Normal Sleep,0.0041185681317912485,-0.4310747501342799,-0.01979557715729433,0.06455229261145401,1.2241438564120333,1500,1520,60,60
27,71,Medium,Medium,Yes,9,51,Medium,No,3,High,Medium,Public,Neutral,1,No,College,Far,Female,66,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,2,1,High,Average,Healthy Sleep,1.1727054241270012,-0.7774970421901317,1.3425937799077299,-1.6717162193730573,1.2241438564120333,1917,1377,27,81
18,64,Medium,Medium,Yes,6,76,Medium,Yes,2,Medium,High,Public,Positive,4,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,2,Medium,Poor,Normal Sleep,-0.329763390723983,-1.3837360532878724,-0.7009902556898064,0.06455229261145401,0.41145108517868284,1152,1368,72,36
13,93,Low,Low,No,7,72,High,Yes,2,Medium,Medium,Private,Positive,2,No,Postgraduate,Near,Female,67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,2,1,1,Medium,Good,Normal Sleep,-1.1644682878634187,1.1278255641170531,-0.01979557715729433,-0.21325066930606779,0.41145108517868284,1209,936,26,26
29,94,High,Medium,No,7,79,Medium,Yes,6,Low,High,Private,Neutral,4,No,College,Near,Female,76,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,0,2,High,Good,Normal Sleep,1.5065873829827754,1.2144311371310161,-0.01979557715729433,0.27290451404959537,3.6622221701120847,2726,2291,116,174
19,69,Medium,Medium,Yes,9,96,Medium,Yes,0,High,High,Private,Positive,3,No,High School,Moderate,Female,66,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,2,Medium,Poor,Healthy Sleep,-0.16282241129609587,-0.9507081882180577,1.3425937799077299,1.453567102199063,-1.213934457288018,1311,1824,57,0
21,63,Medium,Medium,Yes,6,64,Low,Yes,1,High,High,Public,Negative,3,No,High School,Near,Male,63,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0,2,2,High,Poor,Normal Sleep,0.17105954755967837,-1.4703416263018354,-0.7009902556898064,-0.7688565931411113,-0.40124168605466753,1323,1344,63,21
27,90,Medium,Medium,No,7,82,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,71,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,High,Good,Normal Sleep,1.1727054241270012,0.8680088450751643,-0.01979557715729433,0.48125673548773673,-1.213934457288018,2430,2214,81,0
14,68,Medium,High,No,6,71,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,63,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,0,1,1,Medium,Poor,Normal Sleep,-0.9975273084355315,-1.0373137612320207,-0.7009902556898064,-0.2827014097854482,-0.40124168605466753,952,994,42,14
24,76,High,Low,Yes,7,72,Low,Yes,1,High,Medium,Public,Positive,2,No,College,Moderate,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,2,1,High,Average,Normal Sleep,0.6718824858433398,-0.344469177120317,-0.01979557715729433,-0.21325066930606779,-0.40124168605466753,1824,1728,48,24
16,63,Medium,Medium,Yes,8,82,Medium,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Male,63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2,1,Medium,Poor,Healthy Sleep,-0.6636453495797573,-1.4703416263018354,0.6613991013752177,0.48125673548773673,-1.213934457288018,1008,1312,48,0
19,69,High,Medium,Yes,5,98,Medium,Yes,0,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,66,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,2,1,Medium,Poor,Low Sleep,-0.16282241129609587,-0.9507081882180577,-1.3821849342223185,1.5924685831578238,-1.213934457288018,1311,1862,76,0
20,92,Medium,Medium,Yes,9,93,Low,Yes,3,High,Medium,Public,Positive,2,No,College,Near,Female,72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,2,1,Medium,Good,Healthy Sleep,0.0041185681317912485,1.0412199911030902,1.3425937799077299,1.2452148807609216,1.2241438564120333,1840,1860,40,60
11,92,High,Medium,Yes,8,82,High,Yes,4,Medium,Medium,Private,Negative,2,No,Postgraduate,Near,Female,70,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,2,1,1,Medium,Good,Healthy Sleep,-1.498350246719193,1.0412199911030902,0.6613991013752177,0.48125673548773673,2.0368366276453838,1012,902,22,44
15,68,High,Low,Yes,6,73,Medium,No,0,Medium,Medium,Public,Positive,3,No,College,Near,Male,62,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,1,1,1,Medium,Poor,Normal Sleep,-0.8305863290076444,-1.0373137612320207,-0.7009902556898064,-0.14379992882668732,-1.213934457288018,1020,1095,45,0
28,73,High,Medium,Yes,6,71,Medium,Yes,0,Medium,High,Private,Positive,2,No,College,Moderate,Female,69,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,1,1,2,High,Average,Normal Sleep,1.3396464035548883,-0.6042858961622058,-0.7009902556898064,-0.2827014097854482,-1.213934457288018,2044,1988,56,0
25,65,Low,Medium,Yes,9,89,Medium,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Female,66,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1,1,2,High,Poor,Healthy Sleep,0.8388234652712269,-1.2971304802739094,1.3425937799077299,0.9674119188433998,0.41145108517868284,1625,2225,75,50
20,63,Medium,Medium,Yes,8,61,Medium,Yes,2,High,Medium,Public,Neutral,3,No,High School,Near,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2,1,Medium,Poor,Healthy Sleep,0.0041185681317912485,-1.4703416263018354,0.6613991013752177,-0.9772088145792527,0.41145108517868284,1260,1220,60,40
21,100,Low,Medium,Yes,6,79,Medium,Yes,2,Low,Medium,Public,Neutral,1,No,High School,Near,Female,70,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0,1,High,Good,Normal Sleep,0.17105954755967837,1.7340645752147938,-0.7009902556898064,0.27290451404959537,0.41145108517868284,2100,1659,21,42
18,86,Medium,Medium,No,6,75,High,Yes,0,Low,High,Public,Neutral,4,No,High School,Near,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,0,2,Medium,Good,Normal Sleep,-0.329763390723983,0.5215865530193126,-0.7009902556898064,-0.0048984478679264375,-1.213934457288018,1548,1350,72,0
28,82,Medium,High,Yes,8,82,Low,Yes,1,Medium,Medium,Private,Negative,2,No,Postgraduate,Near,Male,71,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0,1,1,High,Average,Healthy Sleep,1.3396464035548883,0.17516426096346072,0.6613991013752177,0.48125673548773673,-0.40124168605466753,2296,2296,56,28
19,91,Medium,Medium,No,8,59,High,Yes,1,High,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,2,1,Medium,Good,Healthy Sleep,-0.16282241129609587,0.9546144180891273,0.6613991013752177,-1.1161102955380136,-0.40124168605466753,1729,1121,38,19
21,94,High,Low,No,8,85,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,College,Near,Male,70,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,1,1,High,Good,Healthy Sleep,0.17105954755967837,1.2144311371310161,0.6613991013752177,0.6896089569258781,-0.40124168605466753,1974,1785,84,21
27,92,Medium,Medium,Yes,7,81,Medium,Yes,0,Low,Medium,Public,Negative,1,No,College,Near,Male,70,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1,High,Good,Normal Sleep,1.1727054241270012,1.0412199911030902,-0.01979557715729433,0.41180599500835624,-1.213934457288018,2484,2187,27,0
15,61,High,Low,Yes,8,59,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Female,61,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0,1,1,1,Medium,Poor,Healthy Sleep,-0.8305863290076444,-1.6435527723297614,0.6613991013752177,-1.1161102955380136,-0.40124168605466753,915,885,30,15
29,67,Low,High,No,7,72,Medium,No,0,Medium,High,Public,Neutral,3,No,High School,Near,Female,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,2,1,1,2,High,Poor,Normal Sleep,1.5065873829827754,-1.1239193342459837,-0.01979557715729433,-0.21325066930606779,-1.213934457288018,1943,2088,87,0
11,86,Medium,High,Yes,6,84,Medium,Yes,0,High,High,Private,Neutral,3,No,High School,Near,Male,67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,2,2,Medium,Good,Normal Sleep,-1.498350246719193,0.5215865530193126,-0.7009902556898064,0.6201582164464976,-1.213934457288018,946,924,33,0
30,75,Medium,Low,Yes,9,95,Low,Yes,1,High,Medium,Public,Negative,5,No,Postgraduate,Near,Male,70,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,2,1,High,Average,Healthy Sleep,1.6735283624106625,-0.4310747501342799,1.3425937799077299,1.3841163617196826,-0.40124168605466753,2250,2850,150,30
18,99,Medium,Medium,No,8,56,Medium,No,2,Low,High,Private,Negative,3,No,High School,Unknown,Male,67,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,2,Medium,Good,Healthy Sleep,-0.329763390723983,1.6474590022008309,0.6613991013752177,-1.324462516976155,0.41145108517868284,1782,1008,54,36
19,87,Low,High,Yes,6,50,Medium,Yes,3,Low,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,1,0,1,Medium,Good,Normal Sleep,-0.16282241129609587,0.6081921260332754,-0.7009902556898064,-1.7411669598524377,1.2241438564120333,1653,950,38,57
9,98,High,High,No,7,58,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,College,Near,Male,69,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,1,1,1,Low,Good,Normal Sleep,-1.8322322055749671,1.5608534291868679,-0.01979557715729433,-1.185561036017394,0.41145108517868284,882,522,36,18
