item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type
FDJ02,17.2,Regular,0.042124032,Canned,148.74,OUT010,1998,Unknown,Tier 3,Grocery Store
FDX09,9,low fat,0.065381597,Snack Foods,177.14,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT31,19.75,Low Fat,0.020835893,Fruits and Vegetables,187.99,OUT010,1998,Unknown,Tier 3,Grocery Store
FDI24,10.3,Low Fat,0.07886623,Baking Goods,177.94,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY09,15.6,Low Fat,0,Snack Foods,176.01,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDV28,16.1,Regular,0.160052329,Frozen Foods,35.36,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRM47,9.3,Low Fat,0.043853769,Hard Drinks,191.98,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT52,9.695,Regular,0.083043068,Frozen Foods,246.51,OUT019,1985,Small,Tier 1,Grocery Store
FDI48,11.85,Regular,0.055945372,Baking Goods,53.27,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY55,16.75,Low Fat,0.081780186,Fruits and Vegetables,256.7,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU48,18.85,Low Fat,0.055312384,Baking Goods,131.43,OUT013,1987,High,Tier 3,Supermarket Type1
FDN25,7.895,Regular,0.061299601,Breakfast,55.46,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDP20,19.85,Low Fat,0.04574024,Fruits and Vegetables,127.1,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ15,11.35,Regular,0.023303069,Dairy,185.46,OUT013,1987,High,Tier 3,Supermarket Type1
FDD04,16,Low Fat,0.090337797,Dairy,140.32,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY58,11.65,Low Fat,0.039999537,Snack Foods,229.87,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR37,16.5,Regular,0.066519424,Breakfast,183.23,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDF44,7.17,Regular,0.059678319,Fruits and Vegetables,129.6,OUT013,1987,High,Tier 3,Supermarket Type1
FDD32,17.7,Regular,0.041015006,Fruits and Vegetables,82.63,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR57,5.675,Regular,0.023629875,Snack Foods,156.23,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRG39,14.15,Low Fat,0.041976732,Dairy,54.5,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX15,17.2,Low Fat,0.157182948,Meat,158.96,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRN37,9.6,Low Fat,0.096492692,Soft Drinks,165.82,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW40,14,Regular,0,Frozen Foods,141.58,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB32,20.6,Low Fat,0.023489402,Fruits and Vegetables,93.78,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM40,10.195,Low Fat,0.160588464,Frozen Foods,143.42,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE39,7.89,Low Fat,0.035959521,Dairy,120.88,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRH49,19.7,Low Fat,0.024795057,Soft Drinks,82.26,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDT46,11.35,Low Fat,0.030855031,Snack Foods,49.7,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCF06,6.235,Low Fat,0.020194535,Household,257.7,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP07,18.2,Low Fat,0.090410295,Fruits and Vegetables,196.21,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDC04,15.6,Low Fat,0.04494821,Dairy,240.39,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ32,7.785,Regular,0.038348445,Fruits and Vegetables,103.5,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDD50,18.85,Low Fat,0.141929473,Canned,169.91,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDU56,16.85,Low Fat,0.04466528,Fruits and Vegetables,184.93,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDV34,10.695,Regular,0.011490085,Snack Foods,72,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCY41,16.75,Low Fat,0.075672596,Health and Hygiene,36.85,OUT013,1987,High,Tier 3,Supermarket Type1
NCK18,9.6,Low Fat,0.006698103,Household,165.82,OUT046,1997,Small,Tier 1,Supermarket Type1
DRH25,18.7,Low Fat,0.014615718,Soft Drinks,52.43,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT57,15.2,Low Fat,0.019034783,Snack Foods,238.42,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV56,16.1,Regular,0.013651105,Fruits and Vegetables,106.76,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV12,16.7,Regular,0.060998134,Baking Goods,97.24,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDN52,9.395,Regular,0.132314096,Frozen Foods,88.52,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDX38,10.5,Regular,0.048197901,Dairy,48.34,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE47,14.15,Low Fat,0.038063173,Starchy Foods,122.5,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCO07,9.06,Low Fat,0.009768132,Others,211.46,OUT013,1987,High,Tier 3,Supermarket Type1
FDV09,12.1,Low Fat,0.02046897,Snack Foods,150.27,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ23,17.75,Regular,0.118188689,Baking Goods,185.22,OUT019,1985,Small,Tier 1,Grocery Store
DRH51,17.6,Low Fat,0.097612596,Dairy,88.19,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY54,8.43,Low Fat,0.178055216,Household,172.04,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRG49,7.81,Low Fat,0.067399162,Soft Drinks,246.25,OUT013,1987,High,Tier 3,Supermarket Type1
NCC19,6.57,Low Fat,0.097031198,Household,192.88,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCV53,8.27,Low Fat,0.018851756,Health and Hygiene,241.29,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ47,20.7,Regular,0,Baking Goods,101,OUT019,1985,Small,Tier 1,Grocery Store
NCO26,7.235,Low Fat,0.077168705,Household,114.35,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP02,7.105,Low Fat,0.044899636,Household,61.06,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCW30,5.21,Low Fat,0.011054747,Household,259.6,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN55,14.6,Low Fat,0.059490504,Others,241.45,OUT046,1997,Small,Tier 1,Supermarket Type1
FDB20,7.72,Low Fat,0.08700498,Fruits and Vegetables,75.9,OUT010,1998,Unknown,Tier 3,Grocery Store
DRL11,10.5,Low Fat,0.047978201,Hard Drinks,156.89,OUT013,1987,High,Tier 3,Supermarket Type1
DRD60,15.7,Low Fat,0.037307618,Soft Drinks,181.76,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW14,8.3,Regular,0,Dairy,87.82,OUT010,1998,Unknown,Tier 3,Grocery Store
FDL27,6.17,Low Fat,0.017794028,Meat,65.98,OUT010,1998,Unknown,Tier 3,Grocery Store
FDU09,7.71,Regular,0.066868428,Snack Foods,55.5,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRH36,16.2,Low Fat,0.033218416,Soft Drinks,74.77,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDP34,12.85,Low Fat,0.136563316,Snack Foods,156.36,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE04,19.75,Regular,0.018125015,Frozen Foods,178.27,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDZ57,10,Regular,0.037581431,Snack Foods,130.2,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF02,16.2,Low Fat,0.173192865,Canned,104.4,OUT010,1998,Unknown,Tier 3,Grocery Store
FDG28,9.285,Regular,0.049380234,Frozen Foods,245.41,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCI31,20,Low Fat,0,Others,35.12,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT43,16.35,Low Fat,0.020530851,Fruits and Vegetables,51.33,OUT013,1987,High,Tier 3,Supermarket Type1
FDU20,19.35,Regular,0.021457551,Fruits and Vegetables,121.31,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD53,16.2,Low Fat,0,Frozen Foods,42.95,OUT013,1987,High,Tier 3,Supermarket Type1
FDW15,15.35,Regular,0.055225368,Meat,149.17,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCT53,5.4,Low Fat,0.048213839,Health and Hygiene,162.85,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCG55,16.25,Low Fat,0.038956596,Household,114.62,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD48,10.395,Low Fat,0.030152986,Baking Goods,114.52,OUT035,2004,Small,Tier 2,Supermarket Type1
FDG47,12.8,Low Fat,0.069727079,Starchy Foods,263.63,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI21,5.59,Regular,0.056922987,Snack Foods,63.42,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDT27,11.395,Regular,0.069980785,Meat,234.46,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRO35,13.85,Low Fat,0.034541588,Hard Drinks,116.85,OUT013,1987,High,Tier 3,Supermarket Type1
FDD33,12.85,Low Fat,0,Fruits and Vegetables,233.36,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDC04,15.6,Low Fat,0.04497714,Dairy,243.09,OUT035,2004,Small,Tier 2,Supermarket Type1
FDY34,10.5,Regular,0.010972719,Snack Foods,164.08,OUT013,1987,High,Tier 3,Supermarket Type1
DRJ49,6.865,Low Fat,0.014015003,Soft Drinks,128.07,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE05,10.895,Regular,0.032504504,Frozen Foods,143.81,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU31,10.5,Regular,0.025132415,Fruits and Vegetables,218.85,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCN19,13.1,Low Fat,0.012040955,Others,188.25,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK56,9.695,Low Fat,0.129368491,Fruits and Vegetables,185.39,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK58,11.35,Regular,0.045236996,Snack Foods,103.1,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCJ42,19.75,Low Fat,0.014298622,Household,102.53,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ34,6.695,Low Fat,0.075511074,Starchy Foods,192.28,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA52,16.2,Regular,0,Frozen Foods,175.64,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCR29,7.565,Low Fat,0.054595405,Health and Hygiene,55.69,OUT013,1987,High,Tier 3,Supermarket Type1
FDT48,4.92,Low Fat,0,Baking Goods,200.31,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ51,14.1,Low Fat,0.154065962,Dairy,229.37,OUT019,1985,Small,Tier 1,Grocery Store
NCS54,13.6,Low Fat,0.009993163,Household,177.64,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV01,19.2,Regular,0.084934509,Canned,154.93,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG51,12.1,Low Fat,0.01148374,Dairy,163.45,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCG42,19.2,Low Fat,0.041193522,Household,131.73,OUT013,1987,High,Tier 3,Supermarket Type1
FDA51,8.05,Regular,0.16493563,Dairy,115.55,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV19,14.85,Regular,0.059013051,Fruits and Vegetables,159.76,OUT010,1998,Unknown,Tier 3,Grocery Store
NCT18,14.6,Low Fat,0.059525627,Household,182.2,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCS41,12.85,Low Fat,0.053552399,Health and Hygiene,184.66,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDO03,10.395,Regular,0.036882977,Meat,228.14,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL12,15.85,Regular,0.203588239,Baking Goods,61.62,OUT010,1998,Unknown,Tier 3,Grocery Store
FDY37,17,Regular,0.044470849,Canned,143.65,OUT010,1998,Unknown,Tier 3,Grocery Store
FDI58,7.64,Regular,0.070814401,Snack Foods,92.41,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT28,13.3,Low Fat,0.063825112,Frozen Foods,149.27,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCC42,15,Low Fat,0.075167462,Health and Hygiene,138.58,OUT010,1998,Unknown,Tier 3,Grocery Store
FDO01,21.1,Regular,0.020835848,Breakfast,129.8,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDJ02,17.2,Regular,0.025145838,Canned,146.64,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ04,6.4,Low Fat,0.085098856,Frozen Foods,42.08,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRL47,19.7,Low Fat,0.038704546,Hard Drinks,125.74,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ32,7.785,Regular,0.03812554,Fruits and Vegetables,106.8,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC35,7.435,Low Fat,0.122814466,Starchy Foods,207.56,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX14,13.1,Low Fat,0.075092011,Dairy,73.24,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ35,9.6,Regular,0.022259937,Breads,104,OUT013,1987,High,Tier 3,Supermarket Type1
FDL14,8.115,Regular,0.032132105,Canned,155.5,OUT013,1987,High,Tier 3,Supermarket Type1
FDO04,16.6,Low Fat,0.026578464,Frozen Foods,55.06,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRK11,8.21,low fat,0.01082531,Hard Drinks,150.24,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDB44,6.655,Low Fat,0.017027915,Fruits and Vegetables,211.06,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ50,12.8,Regular,0.079199274,Dairy,184.66,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI12,9.395,Regular,0.099912754,Baking Goods,88.69,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU43,19.35,Regular,0.058371696,Fruits and Vegetables,237.16,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDD58,7.76,Low Fat,0.099343484,Snack Foods,98.17,OUT010,1998,Unknown,Tier 3,Grocery Store
FDB27,7.575,Low Fat,0.055703431,Dairy,195.38,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDB04,11.35,Regular,0.063483863,Dairy,85.99,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCO17,10,Low Fat,0,Health and Hygiene,118.74,OUT013,1987,High,Tier 3,Supermarket Type1
FDL12,15.85,Regular,0.122320725,Baking Goods,58.02,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRJ13,12.65,Low Fat,0.062988082,Soft Drinks,160.66,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDD57,18.1,Low Fat,0.022445019,Fruits and Vegetables,97.01,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDW19,12.35,Regular,0.038493141,Fruits and Vegetables,110.96,OUT035,2004,Small,Tier 2,Supermarket Type1
DRD27,18.75,Low Fat,0.023937034,Dairy,100.4,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH27,7.075,Low Fat,0.058064391,Dairy,145.11,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW30,5.21,Low Fat,0.010956581,Household,260,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDR40,9.1,Regular,0.008067116,Frozen Foods,79.96,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG05,11,Regular,0.087774037,Frozen Foods,156.66,OUT013,1987,High,Tier 3,Supermarket Type1
NCY41,16.75,Low Fat,0.132603297,Health and Hygiene,35.35,OUT019,1985,Small,Tier 1,Grocery Store
FDI38,13.35,Regular,0.014686484,Canned,206.36,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR20,20,Regular,0.028123753,Fruits and Vegetables,43.27,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE09,8.775,Low Fat,0.021725581,Fruits and Vegetables,109.22,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDN50,16.85,Regular,0.046432792,Canned,94.91,OUT019,1985,Small,Tier 1,Grocery Store
DRF27,8.93,Low Fat,0.028474903,Dairy,152.33,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRF51,15.75,Low Fat,0.165700218,Dairy,37.75,OUT013,1987,High,Tier 3,Supermarket Type1
NCO02,11.15,Low Fat,0.128458176,Others,67.81,OUT019,1985,Small,Tier 1,Grocery Store
FDB51,6.92,Low Fat,0.038267861,Dairy,62.09,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ50,8.645,Low Fat,0.02156804,Canned,52.9,OUT013,1987,High,Tier 3,Supermarket Type1
FDN52,9.395,Regular,0.131460394,Frozen Foods,85.22,OUT013,1987,High,Tier 3,Supermarket Type1
FDX14,13.1,Low Fat,0.074877667,Dairy,76.64,OUT013,1987,High,Tier 3,Supermarket Type1
FDT27,11.395,Regular,0.121838154,Meat,235.86,OUT019,1985,Small,Tier 1,Grocery Store
FDV10,7.645,Regular,0.06665054,Snack Foods,41.11,OUT013,1987,High,Tier 3,Supermarket Type1
FDU33,7.63,Regular,0.134709764,Snack Foods,44.84,OUT046,1997,Small,Tier 1,Supermarket Type1
FDU58,6.61,Regular,0.029011725,Snack Foods,185.99,OUT046,1997,Small,Tier 1,Supermarket Type1
NCP42,8.51,Low Fat,0.016032699,Household,194.85,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL51,20.7,Regular,0.047261392,Dairy,213.59,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRH15,8.775,Low Fat,0.109379022,Dairy,45.44,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU16,19.25,Regular,0.058604732,Frozen Foods,85.59,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDW15,15.35,Regular,0.055425341,Meat,149.37,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ44,20.5,Low Fat,0.036213591,Fruits and Vegetables,122.38,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCI06,11.3,Low Fat,0.047486615,Household,180.07,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRK23,8.395,Low Fat,0.126021818,Hard Drinks,253.2,OUT019,1985,Small,Tier 1,Grocery Store
FDC28,7.905,Low Fat,0.054976522,Frozen Foods,109.73,OUT035,2004,Small,Tier 2,Supermarket Type1
NCY17,18.2,Low Fat,0,Health and Hygiene,42.91,OUT019,1985,Small,Tier 1,Grocery Store
NCV05,10.1,Low Fat,0.030331567,Health and Hygiene,153.77,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDM34,19,Low Fat,0.118091992,Snack Foods,132.66,OUT019,1985,Small,Tier 1,Grocery Store
DRD60,15.7,Low Fat,0.037051812,Soft Drinks,182.86,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT38,18.7,Low Fat,0.057537445,Dairy,86.36,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ57,7.275,Low Fat,0.028061488,Snack Foods,145.08,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDE59,12.15,Low Fat,0.061986186,Starchy Foods,35.65,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCM43,14.5,Low Fat,0.019475371,Others,163.62,OUT046,1997,Small,Tier 1,Supermarket Type1
DRI51,17.25,Low Fat,0.042307304,Dairy,171.18,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCG30,20.2,Low Fat,0.112956552,Household,124.9,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCK54,12.15,Low Fat,0.029517792,Household,114.82,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ16,19.7,Low Fat,0.073078549,Frozen Foods,109.69,OUT019,1985,Small,Tier 1,Grocery Store
FDI36,12.5,Regular,0.062291551,Baking Goods,197.14,OUT013,1987,High,Tier 3,Supermarket Type1
FDX16,17.85,Low Fat,0.065491357,Frozen Foods,148.71,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA34,11.5,Low Fat,0.014860557,Starchy Foods,174.01,OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ48,11.3,Low Fat,0.056664709,Baking Goods,248.01,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU47,12.8,Regular,0.113832939,Breads,138.48,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS39,6.895,Low Fat,0.022460575,Meat,142.98,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD11,12.85,Low Fat,0.030616733,Starchy Foods,251.7,OUT046,1997,Small,Tier 1,Supermarket Type1
FDM16,8.155,Regular,0.033392905,Frozen Foods,73.54,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU56,16.85,Low Fat,0.04459498,Fruits and Vegetables,183.13,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ32,17.85,Regular,0.046872134,Fruits and Vegetables,122.34,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRK35,8.365,Low Fat,0.071786706,Hard Drinks,39.35,OUT013,1987,High,Tier 3,Supermarket Type1
FDA58,9.395,Low Fat,0.103912541,Snack Foods,234.29,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRG48,5.78,Low Fat,0.025484041,Soft Drinks,143.81,OUT019,1985,Small,Tier 1,Grocery Store
FDT59,13.65,Low Fat,0.026632476,Breads,231.97,OUT010,1998,Unknown,Tier 3,Grocery Store
FDQ31,5.785,Regular,0.094279524,Fruits and Vegetables,89.79,OUT019,1985,Small,Tier 1,Grocery Store
FDS51,13.35,Low Fat,0.032311584,Meat,63.32,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW32,18.35,Regular,0.093840198,Fruits and Vegetables,86.89,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDI15,13.8,Low Fat,0.140668056,Dairy,264.49,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCV30,20.2,Low Fat,0.066305026,Household,62.35,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRG25,10.5,Low Fat,0.019079308,Soft Drinks,187.52,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT02,12.6,Low Fat,0.024174597,Dairy,33.29,OUT013,1987,High,Tier 3,Supermarket Type1
FDO33,14.75,Low Fat,0.088889913,Snack Foods,114.15,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDP38,10.1,Low Fat,0.032096024,Canned,51.1,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ45,14.1,Low Fat,0.066863337,Snack Foods,197.91,OUT035,2004,Small,Tier 2,Supermarket Type1
NCA54,16.5,Low Fat,0.036464158,Household,180.13,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU33,7.63,Regular,0.135471737,Snack Foods,45.24,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDN58,13.8,Regular,0.057194086,Snack Foods,233.7,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDI05,8.35,Regular,0.127127013,Frozen Foods,75.44,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDM57,11.65,Regular,0.1328021,Snack Foods,82.49,OUT019,1985,Small,Tier 1,Grocery Store
NCS42,8.6,Low Fat,0.069080314,Household,89.61,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB57,20.25,Regular,0.018843242,Fruits and Vegetables,221.68,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDC03,8.575,Regular,0.071992202,Dairy,196.08,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ58,17.85,Low Fat,0.052133441,Snack Foods,120.61,OUT013,1987,High,Tier 3,Supermarket Type1
NCK29,5.615,Low Fat,0.126024084,Health and Hygiene,124.57,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCR53,12.15,Low Fat,0.145335007,Health and Hygiene,224.94,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDE26,9.3,Low Fat,0.088574755,Canned,145.48,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU52,7.56,Low Fat,0.063870008,Frozen Foods,154.56,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE41,9.195,Regular,0.063704181,Frozen Foods,83.66,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU38,10.8,Low Fat,0.08288617,Dairy,189.95,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA52,16.2,Regular,0.129148687,Frozen Foods,176.34,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDW46,13,Regular,0.070301658,Snack Foods,65.55,OUT046,1997,Small,Tier 1,Supermarket Type1
DRI59,9.5,Low Fat,0,Hard Drinks,225.01,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT38,18.7,Low Fat,0.057526565,Dairy,85.26,OUT035,2004,Small,Tier 2,Supermarket Type1
FDL33,7.235,Low Fat,0.100369729,Snack Foods,196.95,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ01,19.7,Regular,0.159923438,Canned,253,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ08,11.1,Low Fat,0.110672104,Fruits and Vegetables,191.18,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ47,7.155,Regular,0.168447861,Breads,35.89,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCZ18,7.825,Low Fat,0.185913021,Household,252.47,OUT013,1987,High,Tier 3,Supermarket Type1
FDE29,8.905,Low Fat,0.143938721,Frozen Foods,60.39,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDF10,15.5,Regular,0.156168446,Snack Foods,146.74,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC48,9.195,Low Fat,0.015883951,Baking Goods,83.46,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY58,11.65,Low Fat,0.039885362,Snack Foods,228.97,OUT013,1987,High,Tier 3,Supermarket Type1
NCX30,16.7,Low Fat,0,Household,247.58,OUT010,1998,Unknown,Tier 3,Grocery Store
FDV11,9.1,Regular,0.081599833,Breads,176.81,OUT013,1987,High,Tier 3,Supermarket Type1
FDT46,11.35,Low Fat,0.030807134,Snack Foods,49.4,OUT046,1997,Small,Tier 1,Supermarket Type1
DRD01,12.1,Regular,0.107110465,Soft Drinks,55.66,OUT019,1985,Small,Tier 1,Grocery Store
FDQ11,5.695,Regular,0.067644586,Breads,256.6,OUT013,1987,High,Tier 3,Supermarket Type1
NCM41,16.5,Low Fat,0.035857676,Health and Hygiene,92.51,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCC55,10.695,Low Fat,0.063710075,Household,36.48,OUT013,1987,High,Tier 3,Supermarket Type1
FDG45,8.1,Low Fat,0.127416049,Fruits and Vegetables,214.29,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCQ54,17.7,Low Fat,0,Household,167.75,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM34,19,Low Fat,0.067584358,Snack Foods,129.76,OUT045,2002,Unknown,Tier 2,Supermarket Type1
